T01,4.681712394,5.872043081,10.19328255
T02,2.747381599,2.582952696,15.12036838
T03,1.723519127,6.294224194,12.80909406
T04,-0.048161943,9.000097955,10.03594401
T05,-2.407612673,5.145131804,14.46286699
T06,-4.030306624,7.499623593,11.78640179
T07,4.488124459,5.288772733,11.39790384
T08,1.130085023,5.40413371,13.95615935
T09,-0.561480249,8.216860865,11.3225499
T10,-4.669971806,6.322618626,12.83518934
T11,5.707886333,-0.533121319,13.29616655
T12,3.069076324,-6.089477197,12.12421976
T13,2.453441533,-3.712910698,15.25917897
T14,0.811477874,-0.101429109,16.38333864
T15,-1.619425045,-5.942748898,15.35976703
T16,-3.222234937,-2.329072415,16.43748814
T17,5.480576996,-2.092391329,13.1232691
T18,1.637032084,-5.077988062,14.9040759
T19,0.079440267,-1.654362833,16.44966914
T20,-3.775313698,-3.97303834,16.26395828
R01,3.837790236,4.444668361,12.6483731
R02,2.631337051,7.715035457,10.26622995
R03,0.295839529,4.060114354,14.95322281
R04,-1.334149247,7.160475354,12.58197398
R05,-3.179527218,9.007381797,9.271793599
R06,-5.652151193,4.875486688,13.79565865
R07,3.367222112,3.388764875,13.875092
R08,2.195516784,6.966518382,11.53957092
R09,-1.895733643,6.135924352,13.56792858
R10,-3.569637655,8.365900348,10.53401535
R11,4.744725751,-3.578241918,13.10795839
R12,3.524888098,-0.451940831,15.38555341
R13,0.831766355,-6.230702195,14.1932276
R14,-0.459392515,-3.204586421,16.32583456
R15,-1.979896221,0.543754544,16.44752461
R16,-4.694163814,-5.393729578,15.84103986
R17,3.907226478,-5.115420688,12.64015636
R18,3.06236792,-2.217623183,15.45305108
R19,-1.208551878,-4.661504025,16.0945831
R20,-2.629954215,-0.814812709,16.56197567
CH01,-2.916561319,3.916118129,12.399097
CH02,-5.102776206,1.456643973,12.0423169
CH03,-2.482063656,6.15593228,11.39165004
CH04,-4.981715521,3.690704525,11.06181355
CH05,-6.756637097,0.987118434,10.58810836
CH06,-4.246384223,5.801462344,10.37472729
CH07,-6.463028842,3.161541219,9.787387523
CH08,-3.812063894,7.793647357,8.852326763
CH09,-5.990366147,5.187709318,8.787485227
CH10,-7.515130031,2.582157528,7.997438244
CH11,-5.33294437,7.094812877,7.419827853
CH12,-7.111418681,4.585443801,7.136503701
CH13,-4.485736646,8.634261223,5.768328264
CH14,-6.551037312,6.234899726,5.983552621
CH15,-7.695248901,3.51290122,5.151070127
CH16,-5.698711132,7.714079816,4.455023274
CH17,-7.25400141,5.156303923,3.977236455
CH18,-4.100001025,2.830930102,12.15180504
CH19,-3.626398167,5.034205587,11.43690029
CH20,-5.87863054,2.348988775,10.9911263
CH21,-5.440415138,4.419300502,10.14612742
CH22,-4.87471592,6.549153906,8.939268612
CH23,-6.872626551,3.923273184,8.520292881
CH24,-6.283513103,5.850991747,7.433035867
CH25,-5.607634741,7.4594848,5.977429238
CH26,-7.253267794,4.917720398,5.638627894
CH27,-6.570111377,6.544170228,4.247184331
CH28,-1.096770357,-3.578631873,13.58523518
CH29,0.270338966,-6.272733519,11.53707608
CH30,-3.017059263,-2.464989433,13.48492786
CH31,-1.898508016,-5.416268693,12.12733218
CH32,-0.269060812,-7.425069266,9.891751386
CH33,-4.079988139,-4.530112929,11.89830221
CH34,-2.340634609,-6.823360712,10.21479147
CH35,-5.44127031,-2.810713261,11.83328705
CH36,-4.287280918,-5.772287583,10.34393277
CH37,-2.655659861,-7.747159668,8.201539112
CH38,-5.883743743,-4.422202053,10.10819783
CH39,-4.635067848,-6.628738985,8.123798409
CH40,-7.182890959,-2.520890006,9.358245602
CH41,-6.085234445,-5.296064403,8.088221277
CH42,-4.446401395,-7.367394281,5.908426579
CH43,-7.303106666,-3.553719861,7.181175825
CH44,-6.040441987,-5.993875181,5.729244793
CH45,-0.488102014,-5.150955871,12.66060716
CH46,-2.514721276,-4.210394835,12.93681103
CH47,-1.055146205,-6.60673784,10.99912648
CH48,-3.388630687,-5.680296135,11.22672295
CH49,-5.029985697,-4.442313613,11.18746499
CH50,-3.322336174,-6.980159182,9.294842978
CH51,-5.289432417,-5.650121827,9.194913376
CH52,-6.73229292,-4.045815797,8.817647103
CH53,-5.309540963,-6.438758779,6.9541683
CH54,-6.764219095,-4.771547067,6.459745947
